date,year,period_in_year,revenue,profit,cash_reserves,market_share_pct,rd_investment,rd_projects_active,innovation_index,employee_count,employee_satisfaction,employee_turnover_pct,market_conditions,competitor_actions,major_events,strategic_decision_needed
2014-01-W3,40,3,1074166.79,139091.5,712220050.01,28.5,53743.38,10,100,50,85.9,5.71,stable,Routine competition,,NO
2014-02-W1,40,4,1082715.81,141260.27,712361310.29,28.5,53708.34,10,100,50,85.9,5.7,stable,Routine competition,,NO
2014-02-W2,40,5,1116224.19,141313.57,712502623.85,28.5,54135.79,10,100,50,86.0,5.7,stable,Routine competition,,NO
2014-02-W3,40,6,1148209.47,150538.87,712653162.72,28.5,55811.21,10,100,50,86.0,5.7,stable,Routine competition,,NO
2014-03-W1,40,7,1201380.21,161123.53,712814286.25,28.5,57410.47,10,100,50,86.2,5.69,stable,Routine competition,,NO
2014-03-W2,40,8,1236866.9,163502.78,712977789.03,28.5,60069.01,10,100,50,86.4,5.68,stable,Routine competition,,NO
2014-03-W3,40,9,1268971.6,162952.81,713140741.84,28.5,61843.35,10,100,50,86.4,5.68,stable,Routine competition,,NO
2014-04-W1,40,10,1343802.13,181596.35,713322338.19,28.5,63448.58,10,100,50,86.5,5.67,stable,Routine competition,,NO
2014-04-W2,40,11,1355849.04,178701.94,713501040.13,28.5,67190.11,10,100,50,86.7,5.67,stable,Routine competition,,NO
2014-04-W3,40,12,1437650.34,186152.86,713687192.98,28.5,67792.45,10,100,50,86.8,5.66,stable,Routine competition,,NO
2014-05-W1,40,13,1476651.14,184874.94,713872067.92,28.5,71882.52,10,100,50,87.0,5.65,stable,Routine competition,,NO
2014-05-W2,40,14,1510451.95,196897.57,714068965.5,28.5,73832.56,10,100,50,87.1,5.65,stable,Routine competition,,NO
2014-05-W3,40,15,1506768.76,197097.49,714266062.98,28.5,75522.6,10,100,50,87.3,5.63,stable,Routine competition,,NO
2014-06-W1,40,16,1499879.88,195522.81,714461585.79,28.5,75338.44,10,100,50,87.6,5.62,stable,Routine competition,,NO
2014-06-W2,40,17,1509180.8,190884.05,714652469.85,28.5,74993.99,10,100,50,87.7,5.62,stable,Routine competition,,NO
2014-06-W3,40,18,1530379.51,199627.05,714852096.9,28.5,75459.04,10,100,50,87.7,5.62,stable,Routine competition,,NO
2014-07-W1,40,19,1541100.01,208975.45,715061072.35,28.5,76518.98,10,100,50,87.9,5.61,stable,Routine competition,,NO
2014-07-W2,40,20,1539100.54,196259.5,715257331.85,28.5,77055.0,10,100,50,88.0,5.6,stable,Routine competition,,NO
2014-07-W3,40,21,1539257.08,200601.0,715457932.85,28.5,76955.03,10,100,50,88.0,5.6,stable,Routine competition,,NO
2014-08-W1,40,22,1474015.96,192333.86,715650266.71,28.5,76962.85,10,100,50,88.2,5.59,stable,Routine competition,,NO
2014-08-W2,40,23,1451289.81,186635.1,715836901.81,28.5,73700.8,10,100,50,88.2,5.59,stable,Routine competition,,NO
2014-08-W3,40,24,1406415.3,167126.23,716004028.04,28.5,72564.49,10,100,50,88.5,5.58,stable,Routine competition,,NO
2014-09-W1,40,25,1350369.91,170658.92,716174686.96,28.5,70320.76,10,100,50,88.6,5.57,stable,Routine competition,,NO
2014-09-W2,40,26,1288007.97,166775.32,716341462.28,28.5,67518.5,10,100,50,88.7,5.56,stable,Routine competition,,NO
2014-09-W3,40,27,1260668.5,158161.4,716499623.68,28.5,64400.4,10,100,50,88.9,5.55,stable,Routine competition,,NO
2014-10-W1,40,28,1210560.62,158294.55,716657918.23,28.5,63033.42,10,100,50,89.0,5.55,stable,Routine competition,,NO
2014-10-W2,40,29,1159220.3,152201.18,716810119.42,28.5,60528.03,10,100,50,89.1,5.54,stable,Routine competition,,NO
2014-10-W3,40,30,1113281.52,149283.92,716959403.33,28.5,57961.01,10,100,50,89.1,5.54,stable,Routine competition,,NO
2014-11-W1,40,31,1091296.26,145069.73,717104473.06,28.5,55664.08,10,100,50,89.2,5.54,stable,Routine competition,,NO
2014-11-W2,40,32,1080079.68,138116.07,717242589.13,28.5,54564.81,10,100,50,89.4,5.53,stable,Routine competition,,NO
2014-11-W3,40,33,1056184.05,135010.83,717377599.96,28.5,54003.98,10,100,50,89.5,5.53,stable,Routine competition,,NO
2014-12-W1,40,34,1070536.2,137478.53,717515078.49,28.5,52809.2,10,100,50,89.7,5.52,stable,Routine competition,,NO
2014-12-W2,40,35,1069272.75,131812.4,717646890.89,28.5,53526.81,10,100,50,89.9,5.5,stable,Routine competition,,NO
2014-12-W3,40,36,1059915.11,144325.8,717791216.69,28.5,53463.64,10,100,50,90.1,5.49,stable,Routine competition,,NO
2014-01-W1,41,1,1068285.13,144451.48,717935668.16,28.5,52995.76,10,100,50,90.1,5.49,stable,🎯 Stealth startup announces radical disruption,Paradigm shift brewing. Threat unclear.,YES
2015-01-W2,41,2,1089175.12,141868.66,718077536.82,28.5,53414.26,10,100,50,90.2,5.49,stable,Routine competition,,NO
2015-01-W3,41,3,1135880.51,149643.95,718227180.77,28.5,54458.76,10,100,50,90.3,5.48,stable,Routine competition,,NO
2015-02-W1,41,4,1171926.4,144477.72,718371658.49,28.5,56794.03,10,100,50,90.3,5.48,stable,Routine competition,,NO
2015-02-W2,41,5,1173763.59,155306.65,718526965.14,28.5,58596.32,10,100,50,90.4,5.48,stable,Routine competition,,NO
2015-02-W3,41,6,1201731.03,161069.52,718688034.65,28.5,58688.18,10,100,50,90.5,5.48,stable,Routine competition,,NO
2015-03-W1,41,7,1245310.93,160084.59,718848119.25,28.5,60086.55,10,100,50,90.5,5.47,stable,Routine competition,,NO
2015-03-W2,41,8,1253849.29,162468.03,719010587.28,28.5,62265.55,10,100,50,90.7,5.46,stable,Routine competition,,NO
2015-03-W3,41,9,1273009.14,167968.89,719178556.16,28.5,62692.46,10,100,50,91.0,5.45,stable,Routine competition,,NO
2015-04-W1,41,10,1334448.26,179150.65,719357706.81,28.5,63650.46,10,100,50,91.2,5.44,stable,Routine competition,,NO
2015-04-W2,41,11,1378631.01,178689.69,719536396.51,28.5,66722.41,10,100,50,91.2,5.44,stable,Routine competition,,NO
2015-04-W3,41,12,1451870.42,181105.71,719717502.22,28.5,68931.55,10,100,50,91.3,5.44,stable,Routine competition,,NO
2015-05-W1,41,13,1467027.44,193461.21,719910963.43,28.5,72593.52,10,100,50,91.5,5.42,stable,Routine competition,,NO
2015-05-W2,41,14,1490732.74,190070.59,720101034.03,28.5,73351.37,10,100,50,91.6,5.42,stable,Routine competition,,NO
2015-05-W3,41,15,1499804.43,197422.05,720298456.07,28.5,74536.64,10,100,50,91.8,5.41,stable,Routine competition,,NO
2015-06-W1,41,16,1532173.39,194725.7,720493181.78,28.5,74990.22,10,100,50,91.9,5.4,stable,Routine competition,,NO
2015-06-W2,41,17,1523092.74,204969.49,720698151.27,28.5,76608.67,10,100,50,92.0,5.4,stable,Routine competition,,NO
2015-06-W3,41,18,1533854.16,193350.15,720891501.42,28.5,76154.64,10,100,50,92.1,5.39,stable,Routine competition,,NO
2015-07-W1,41,19,1514657.23,200045.76,721091547.18,33.5,76692.71,10,100,50,92.4,5.38,stable,Disruptor succeeding. Traditional players losing share.,✅ Exploration teams saw this coming. Counter-deployed.,NO
2015-07-W2,41,20,1521503.01,198551.59,721290098.77,33.5,75732.86,10,100,50,92.4,5.38,stable,Routine competition,,NO
2015-07-W3,41,21,1525095.89,200961.79,721491060.57,33.5,76075.15,10,100,50,92.7,5.37,stable,Routine competition,,NO
2015-08-W1,41,22,1506386.74,186855.32,721677915.89,33.5,76254.79,10,100,50,92.9,5.36,stable,Routine competition,,NO
2015-08-W2,41,23,1455796.67,181672.49,721859588.37,33.5,75319.34,10,100,50,93.1,5.35,stable,Routine competition,,NO
2015-08-W3,41,24,1398110.71,185330.17,722044918.54,33.5,72789.83,10,100,50,93.2,5.34,stable,Routine competition,,NO
2015-09-W1,41,25,1361773.9,164729.55,722209648.09,33.5,69905.54,10,100,50,93.2,5.34,stable,Routine competition,,NO
2015-09-W2,41,26,1281317.43,163027.56,722372675.66,33.5,68088.69,10,100,50,93.4,5.33,stable,Routine competition,,NO
2015-09-W3,41,27,1251843.2,168009.2,722540684.86,33.5,64065.87,10,100,50,93.7,5.32,stable,Routine competition,,NO
2015-10-W1,41,28,1203746.87,146295.19,722686980.05,33.5,62592.16,10,100,50,93.9,5.3,stable,Routine competition,,NO
2015-10-W2,41,29,1174769.21,155797.11,722842777.16,33.5,60187.34,10,100,50,93.9,5.3,stable,Routine competition,,NO
2015-10-W3,41,30,1138977.23,140183.49,722982960.65,33.5,58738.46,10,100,50,94.0,5.3,stable,Routine competition,,NO
2015-11-W1,41,31,1109493.51,145503.54,723128464.18,33.5,56948.86,10,100,50,94.1,5.29,stable,Routine competition,,NO
2015-11-W2,41,32,1086047.5,138226.6,723266690.78,33.5,55474.68,10,100,50,94.1,5.29,stable,Routine competition,,NO
2015-11-W3,41,33,1056762.78,135118.83,723401809.62,33.5,54302.38,10,100,50,94.4,5.28,stable,Routine competition,,NO
2015-12-W1,41,34,1050012.51,136204.57,723538014.19,33.5,52838.14,10,100,50,94.4,5.28,stable,Routine competition,,NO
2015-12-W2,41,35,1030598.95,130905.25,723668919.44,33.5,52500.63,10,100,50,94.4,5.28,stable,Routine competition,,NO
2015-12-W3,41,36,1035942.89,137180.61,723806100.05,33.5,51529.95,10,100,50,94.6,5.27,stable,Routine competition,,NO
2015-01-W1,42,1,1065492.22,138297.69,723944397.73,33.5,51797.14,10,100,50,94.9,5.25,stable,Routine competition,,NO
2016-01-W2,42,2,1090464.49,138562.86,724082960.59,33.5,53274.61,10,100,50,95,5.25,stable,Routine competition,,NO
2016-01-W3,42,3,1095322.32,145314.68,724228275.27,33.5,54523.22,10,100,50,95,5.25,stable,Routine competition,,NO
2016-02-W1,42,4,1101038.63,137238.38,724365513.65,33.5,54766.12,10,100,50,95,5.25,stable,Routine competition,,NO
2016-02-W2,42,5,1113486.02,150076.61,724515590.26,33.5,55051.93,10,100,50,95,5.25,stable,Routine competition,,NO
2016-02-W3,42,6,1162815.07,156309.79,724671900.05,33.5,55674.3,10,100,50,95,5.25,stable,Routine competition,,NO
2016-03-W1,42,7,1229526.47,165030.5,724836930.55,33.5,58140.75,10,100,50,95,5.25,stable,Routine competition,,NO
2016-03-W2,42,8,1250268.02,167323.73,725004254.29,33.5,61476.32,10,100,50,95,5.25,stable,Routine competition,,NO
2016-03-W3,42,9,1277194.55,168974.53,725173228.82,33.5,62513.4,10,100,50,95,5.25,stable,Routine competition,,NO
2016-04-W1,42,10,1274981.54,169930.07,725343158.89,33.5,63859.73,10,100,50,95,5.25,stable,Routine competition,,NO
2016-04-W2,42,11,1319544.24,169848.67,725513007.57,33.5,63749.08,10,100,50,95,5.25,stable,Routine competition,,NO
2016-04-W3,42,12,1380654.44,186855.81,725699863.38,33.5,65977.21,10,100,50,95,5.25,stable,Routine competition,,NO
2016-05-W1,42,13,1424254.35,192171.72,725892035.1,33.5,69032.72,10,100,50,95,5.25,stable,Routine competition,,NO
2016-05-W2,42,14,1422435.08,194877.07,726086912.17,33.5,71212.72,10,100,50,95,5.25,stable,Routine competition,,NO
2016-05-W3,42,15,1472611.76,197619.91,726284532.08,33.5,71121.75,10,100,50,95,5.25,stable,Routine competition,,NO
2016-06-W1,42,16,1449291.38,200450.13,726484982.21,33.5,73630.59,10,100,50,95,5.25,stable,Routine competition,,NO
2016-06-W2,42,17,1469476.34,188361.44,726673343.64,33.5,72464.57,10,100,50,95,5.25,stable,Routine competition,,NO
2016-06-W3,42,18,1515981.39,190326.73,726863670.37,33.5,73473.82,10,100,50,95,5.25,stable,Routine competition,,NO
2016-07-W1,42,19,1506650.26,195888.89,727059559.26,33.5,75799.07,10,100,50,95,5.25,stable,Routine competition,,NO
2016-07-W2,42,20,1474978.1,187832.4,727247391.66,33.5,75332.51,10,100,50,95,5.25,stable,Routine competition,,NO
2016-07-W3,42,21,1456433.44,181367.93,727428759.59,33.5,73748.9,10,100,50,95,5.25,stable,Routine competition,,NO
2016-08-W1,42,22,1413882.11,184411.82,727613171.4,33.5,72821.67,10,100,50,95,5.25,stable,Routine competition,,NO
2016-08-W2,42,23,1371690.29,185978.77,727799150.17,33.5,70694.11,10,100,50,95,5.25,stable,Routine competition,,NO
2016-08-W3,42,24,1344352.88,179431.8,727978581.97,33.5,68584.51,10,100,50,95,5.25,stable,Routine competition,,NO
2016-09-W1,42,25,1336128.71,168118.86,728146700.84,33.5,67217.64,10,100,50,95,5.25,stable,Routine competition,,NO
2016-09-W2,42,26,1293659.42,161021.6,728307722.44,33.5,66806.44,10,100,50,95,5.25,stable,Routine competition,,NO
2016-09-W3,42,27,1248331.38,160445.16,728468167.6,33.5,64682.97,10,100,50,95,5.25,stable,Routine competition,,NO
2016-10-W1,42,28,1195174.24,150189.53,728618357.12,33.5,62416.57,10,100,50,95,5.25,stable,Routine competition,,NO
2016-10-W2,42,29,1168963.89,156235.14,728774592.26,33.5,59758.71,10,100,50,95,5.25,stable,Routine competition,,NO
2016-10-W3,42,30,1147604.7,147664.86,728922257.13,33.5,58448.19,10,100,50,95,5.25,stable,Routine competition,,NO
2016-11-W1,42,31,1120243.33,151888.3,729074145.43,33.5,57380.24,10,100,50,95,5.25,stable,Routine competition,,NO
2016-11-W2,42,32,1104005.44,137697.33,729211842.76,33.5,56012.17,10,100,50,95,5.25,stable,Routine competition,,NO
2016-11-W3,42,33,1086623.35,140213.97,729352056.73,33.5,55200.27,10,100,50,95,5.25,stable,Routine competition,,NO
2016-12-W1,42,34,1080861.88,137555.66,729489612.39,33.5,54331.17,10,100,50,95,5.25,stable,Routine competition,,NO
2016-12-W2,42,35,1079289.59,141768.53,729631380.92,33.5,54043.09,10,100,50,95,5.25,stable,Routine competition,,NO
2016-12-W3,42,36,1086953.06,143396.62,729774777.54,33.5,53964.48,10,100,50,95,5.25,stable,Routine competition,,NO
2016-01-W1,43,1,1077686.43,137460.71,729912238.24,33.5,54347.65,10,100,50,95,5.25,stable,Routine competition,,NO
2016-01-W2,43,2,1073915.51,141878.26,730054116.51,33.5,53884.32,10,100,50,95,5.25,stable,Routine competition,,NO
2017-01-W3,43,3,1064877.68,143736.05,730197852.55,33.5,53695.78,10,100,50,95,5.25,stable,Routine competition,,NO
2017-02-W1,43,4,1082761.22,135494.51,730333347.07,33.5,53243.88,10,100,50,95,5.25,stable,Routine competition,,NO
2017-02-W2,43,5,1099144.92,144621.03,730477968.1,33.5,54138.06,10,100,50,95,5.25,stable,Routine competition,,NO
2017-02-W3,43,6,1109875.2,147247.96,730625216.06,33.5,54957.25,10,100,50,95,5.25,stable,Routine competition,,NO
2017-03-W1,43,7,1150644.94,148055.85,730773271.91,33.5,55493.76,10,100,50,95,5.25,stable,Routine competition,,NO
2017-03-W2,43,8,1185380.38,160699.64,730933971.54,33.5,57532.25,10,100,50,95,5.25,stable,Routine competition,,NO
2017-03-W3,43,9,1215836.91,159769.93,731093741.47,33.5,59269.02,10,100,50,95,5.25,stable,Routine competition,,NO
2017-04-W1,43,10,1272009.28,165517.74,731259259.21,33.5,60791.85,10,100,50,95,5.25,stable,Routine competition,,NO
2017-04-W2,43,11,1291469.64,167041.69,731426300.9,33.5,63600.46,10,100,50,95,5.25,stable,Routine competition,,NO
2017-04-W3,43,12,1352168.25,177033.18,731603334.08,33.5,64573.48,10,100,50,95,5.25,stable,Routine competition,,NO
2017-05-W1,43,13,1390055.86,181433.7,731784767.78,33.5,67608.41,10,100,50,95,5.25,stable,Routine competition,,NO
2017-05-W2,43,14,1390758.11,174826.92,731959594.7,33.5,69502.79,10,100,50,95,5.25,stable,Routine competition,,NO
2017-05-W3,43,15,1400652.63,176926.31,732136521.01,33.5,69537.91,10,100,50,95,5.25,stable,Routine competition,,NO
2017-06-W1,43,16,1421928.42,178139.97,732314660.97,33.5,70032.63,10,100,50,95,5.25,stable,Routine competition,,NO
2017-06-W2,43,17,1447148.27,190800.36,732505461.34,33.5,71096.42,10,100,50,95,5.25,stable,Routine competition,,NO
2017-06-W3,43,18,1429562.36,188659.33,732694120.67,33.5,72357.41,10,100,50,95,5.25,stable,Routine competition,,NO
2017-07-W1,43,19,1423566.73,180317.1,732874437.77,33.5,71478.12,10,100,50,95,5.25,stable,Routine competition,,NO
2017-07-W2,43,20,1402990.72,183178.02,733057615.79,33.5,71178.34,10,100,50,95,5.25,stable,Routine competition,,NO
2017-07-W3,43,21,1363353.26,178232.77,733235848.56,33.5,70149.54,10,100,50,95,5.25,stable,Routine competition,,NO
2017-08-W1,43,22,1344134.96,174086.71,733409935.28,33.5,68167.66,10,100,50,95,5.25,stable,Routine competition,,NO
2017-08-W2,43,23,1310648.58,165065.61,733575000.89,33.5,67206.75,10,100,50,95,5.25,stable,Routine competition,,NO
2017-08-W3,43,24,1284319.71,160247.85,733735248.74,33.5,65532.43,10,100,50,95,5.25,stable,Routine competition,,NO
2017-09-W1,43,25,1256992.61,163435.92,733898684.66,33.5,64215.99,10,100,50,95,5.25,stable,Routine competition,,NO
2017-09-W2,43,26,1215352.18,153277.89,734051962.55,33.5,62849.63,10,100,50,95,5.25,stable,Routine competition,,NO
2017-09-W3,43,27,1174270.67,154048.5,734206011.05,33.5,60767.61,10,100,50,95,5.25,stable,Routine competition,,NO
2017-10-W1,43,28,1159796.85,150750.56,734356761.61,33.5,58713.53,10,100,50,95,5.25,stable,Routine competition,,NO
2017-10-W2,43,29,1127821.43,146838.72,734503600.34,33.5,57989.84,10,100,50,95,5.25,stable,Routine competition,,NO
2017-10-W3,43,30,1093189.91,142857.48,734646457.82,33.5,56391.07,10,100,50,95,5.25,stable,Routine competition,,NO
2017-11-W1,43,31,1064037.47,134784.22,734781242.04,33.5,54659.5,10,100,50,95,5.25,stable,Routine competition,,NO
2017-11-W2,43,32,1034643.45,142460.97,734923703.0,33.5,53201.87,10,100,50,95,5.25,stable,Routine competition,,NO
2017-11-W3,43,33,1025611.61,140138.64,735063841.64,33.5,51732.17,10,100,50,95,5.25,stable,Routine competition,,NO
2017-12-W1,43,34,995672.01,126940.67,735190782.31,33.5,51280.58,10,100,50,95,5.25,stable,Routine competition,,NO
2017-12-W2,43,35,966396.58,122766.47,735313548.78,33.5,49783.6,10,100,50,94.9,5.26,stable,Routine competition,,NO
2017-12-W3,43,36,966472.58,126640.25,735440189.03,33.5,48319.83,10,100,50,94.8,5.26,stable,Routine competition,,NO
2017-01-W1,44,1,970360.57,130788.57,735570977.6,33.5,48323.63,10,100,50,94.7,5.27,stable,Routine competition,,NO
2017-01-W2,44,2,956981.73,113738.44,735684716.05,33.5,48518.03,10,100,50,94.5,5.27,stable,Routine competition,,NO
2018-01-W3,44,3,967909.53,130892.21,735815608.26,33.5,47849.09,10,100,50,94.4,5.28,stable,Routine competition,,NO
2018-02-W1,44,4,961544.59,117928.16,735933536.42,33.5,48395.48,10,100,50,94.4,5.28,stable,Routine competition,,NO
2018-02-W2,44,5,937780.29,126322.98,736059859.41,33.5,48077.23,10,100,50,94.4,5.28,stable,Routine competition,,NO
2018-02-W3,44,6,947419.89,124087.89,736183947.3,33.5,46889.01,10,100,50,94.2,5.29,stable,Routine competition,,NO
2018-03-W1,44,7,975369.15,130401.0,736314348.3,33.5,47370.99,10,100,50,94.1,5.29,stable,Routine competition,,NO
2018-03-W2,44,8,1014276.51,132718.94,736447067.24,33.5,48768.46,10,100,50,94.1,5.29,stable,Routine competition,,NO
2018-03-W3,44,9,1071138.57,141478.62,736588545.86,33.5,50713.83,10,100,50,94.4,5.28,stable,Routine competition,,NO
2018-04-W1,44,10,1116148.75,147497.38,736736043.24,33.5,53556.93,10,100,50,94.5,5.28,stable,Routine competition,,NO
2018-04-W2,44,11,1145376.76,148044.29,736884087.53,33.5,55807.44,10,100,50,94.6,5.27,stable,Routine competition,,NO
2018-04-W3,44,12,1158688.31,147407.57,737031495.1,33.5,57268.84,10,100,50,94.7,5.26,stable,Routine competition,,NO
2018-05-W1,44,13,1200842.47,159130.91,737190626.01,33.5,57934.42,10,100,50,94.8,5.26,stable,Routine competition,,NO
2018-05-W2,44,14,1213831.91,165351.95,737355977.96,33.5,60042.12,10,100,50,95,5.25,stable,Routine competition,,NO
2018-05-W3,44,15,1216008.13,152621.44,737508599.4,33.5,60691.6,10,100,50,95,5.25,stable,Routine competition,,NO
2018-06-W1,44,16,1241735.69,162820.25,737671419.65,33.5,60800.41,10,100,50,95,5.25,stable,Routine competition,,NO
2018-06-W2,44,17,1260338.95,162739.31,737834158.96,33.5,62086.78,10,100,50,95,5.25,stable,Routine competition,,NO
2018-06-W3,44,18,1253744.83,164331.96,737998490.93,33.5,63016.95,10,100,50,95,5.25,stable,Routine competition,,NO
2018-07-W1,44,19,1245027.54,156102.41,738154593.34,33.5,62687.24,10,100,50,95,5.25,stable,Routine competition,,NO
2018-07-W2,44,20,1266004.55,169681.75,738324275.09,33.5,62251.38,10,100,50,95,5.25,stable,Routine competition,,NO
2018-07-W3,44,21,1253417.15,162091.34,738486366.42,33.5,63300.23,10,100,50,95,5.25,stable,Routine competition,,NO
2018-08-W1,44,22,1255249.28,158559.11,738644925.54,33.5,62670.86,10,100,50,95,5.25,stable,Routine competition,,NO
2018-08-W2,44,23,1237069.97,155272.22,738800197.76,33.5,62762.46,10,100,50,95,5.25,stable,Routine competition,,NO
2018-08-W3,44,24,1229962.66,163629.01,738963826.77,33.5,61853.5,10,100,50,95,5.25,stable,Routine competition,,NO
2018-09-W1,44,25,1207951.81,162343.27,739126170.04,33.5,61498.13,10,100,50,95,5.25,stable,Routine competition,,NO
2018-09-W2,44,26,1150755.32,151860.29,739278030.33,33.5,60397.59,10,100,50,95,5.25,stable,Routine competition,,NO
2018-09-W3,44,27,1120158.02,143538.4,739421568.73,33.5,57537.77,10,100,50,95,5.25,stable,Routine competition,,NO
2018-10-W1,44,28,1114664.34,142974.83,739564543.56,33.5,56007.9,10,100,50,95,5.25,stable,Routine competition,,NO
2018-10-W2,44,29,1084818.94,138080.76,739702624.32,33.5,55733.22,10,100,50,95,5.25,stable,Routine competition,,NO
2018-10-W3,44,30,1054448.12,136853.66,739839477.98,33.5,54240.95,10,100,50,95,5.25,stable,Routine competition,,NO
2018-11-W1,44,31,1045768.78,137483.82,739976961.8,33.5,52722.41,10,100,50,95,5.25,stable,Routine competition,,NO
2018-11-W2,44,32,1014336.29,132456.22,740109418.02,33.5,52288.44,10,100,50,95,5.25,stable,Routine competition,,NO
2018-11-W3,44,33,999270.66,126136.3,740235554.32,33.5,50716.81,10,100,50,95,5.25,stable,Routine competition,,NO
2018-12-W1,44,34,1005639.34,130258.36,740365812.68,33.5,49963.53,10,100,50,94.9,5.25,stable,Routine competition,,NO
2018-12-W2,44,35,1016949.31,131165.23,740496977.91,33.5,50281.97,10,100,50,95,5.25,stable,Routine competition,,NO
2018-12-W3,44,36,987450.2,129694.14,740626672.05,33.5,50847.47,10,100,50,95,5.25,stable,Routine competition,,NO
2018-01-W1,45,1,999466.86,130235.46,740756907.51,33.5,49372.51,10,100,50,95.0,5.25,stable,Routine competition,,NO
2018-01-W2,45,2,1007875.28,137587.2,740894494.71,33.5,49973.34,10,100,50,94.8,5.26,stable,Routine competition,,NO
2019-01-W3,45,3,1019098.17,130013.38,741024508.08,33.5,50393.76,10,100,50,94.8,5.26,stable,Routine competition,,NO
2019-02-W1,45,4,1031977.24,135612.67,741160120.76,33.5,50954.91,10,100,50,94.8,5.26,stable,Routine competition,,NO
2019-02-W2,45,5,1050834.97,139600.52,741299721.28,33.5,51598.86,10,100,50,95,5.25,stable,Routine competition,,NO
2019-02-W3,45,6,1080411.71,141328.0,741441049.28,33.5,52541.75,10,100,50,95,5.25,stable,Routine competition,,NO
2019-03-W1,45,7,1130084.51,143242.81,741584292.09,33.5,54020.59,10,100,50,95,5.25,stable,Routine competition,,NO
2019-03-W2,45,8,1165264.73,153045.41,741737337.5,33.5,56504.23,10,100,50,95,5.25,stable,Routine competition,,NO
2019-03-W3,45,9,1228367.19,161905.14,741899242.64,33.5,58263.24,10,100,50,95,5.25,stable,Routine competition,,NO
2019-04-W1,45,10,1301291.92,178335.58,742077578.22,33.5,61418.36,10,100,50,95,5.25,stable,Routine competition,,NO
2019-04-W2,45,11,1352554.95,169593.01,742247171.23,33.5,65064.6,10,100,50,95,5.25,stable,Routine competition,,NO
2019-04-W3,45,12,1435928.46,188169.11,742435340.34,33.5,67627.75,10,100,50,95,5.25,stable,Routine competition,,NO
2019-05-W1,45,13,1506393.74,207829.86,742643170.2,33.5,71796.42,10,100,50,95,5.25,stable,Routine competition,,NO
2019-05-W2,45,14,1527158.47,202949.57,742846119.77,33.5,75319.69,10,100,50,95,5.25,stable,Routine competition,,NO
2019-05-W3,45,15,1589943.68,210418.69,743056538.46,33.5,76357.92,10,100,50,95,5.25,stable,Routine competition,,NO
2019-06-W1,45,16,1612452.33,211910.53,743268449.0,33.5,79497.18,10,100,50,95,5.25,stable,Routine competition,,NO
2019-06-W2,45,17,1681420.08,217250.96,743485699.96,33.5,80622.62,10,100,50,95,5.25,stable,Routine competition,,NO
2019-06-W3,45,18,1687905.61,217492.59,743703192.55,33.5,84071.0,10,100,50,95,5.25,stable,Routine competition,,NO
2019-07-W1,45,19,1660692.52,214909.18,743918101.73,33.5,84395.28,10,100,50,95,5.25,stable,Routine competition,,NO
2019-07-W2,45,20,1641072.99,203425.26,744121526.99,33.5,83034.63,10,100,50,95,5.25,stable,Routine competition,,NO
2019-07-W3,45,21,1655104.51,211376.34,744332903.33,33.5,82053.65,10,100,50,95,5.25,stable,Routine competition,,NO
2019-08-W1,45,22,1648771.0,209324.94,744542228.27,33.5,82755.23,10,100,50,95,5.25,stable,Routine competition,,NO
2019-08-W2,45,23,1641012.65,210735.53,744752963.8,33.5,82438.55,10,100,50,95,5.25,stable,Routine competition,,NO
2019-08-W3,45,24,1584634.83,206829.62,744959793.42,33.5,82050.63,10,100,50,95,5.25,stable,Routine competition,,NO
2019-09-W1,45,25,1522503.54,199649.42,745159442.84,33.5,79231.74,10,100,50,95,5.25,stable,Routine competition,,NO
2019-09-W2,45,26,1471466.71,192689.09,745352131.93,33.5,76125.18,10,100,50,95,5.25,stable,Routine competition,,NO
2019-09-W3,45,27,1465979.03,195906.8,745548038.73,33.5,73573.34,10,100,50,95,5.25,stable,Routine competition,,NO
2019-10-W1,45,28,1435044.64,173510.44,745721549.17,33.5,73298.95,10,100,50,95,5.25,stable,Routine competition,,NO
2019-10-W2,45,29,1408321.87,183419.65,745904968.82,33.5,71752.23,10,100,50,95,5.25,stable,Routine competition,,NO
2019-10-W3,45,30,1358379.17,184749.85,746089718.68,33.5,70416.09,10,100,50,95,5.25,stable,Routine competition,,NO
2019-11-W1,45,31,1305797.44,151550.69,746241269.36,33.5,67918.96,10,100,50,95,5.25,stable,Routine competition,,NO
2019-11-W2,45,32,1274999.11,154224.21,746395493.57,33.5,65289.87,10,100,50,95,5.25,stable,Routine competition,,NO
2019-11-W3,45,33,1266701.38,156751.93,746552245.5,33.5,63749.96,10,100,50,95,5.25,stable,Routine competition,,NO
2019-12-W1,45,34,1225595.71,155163.59,746707409.1,33.5,63335.07,10,100,50,95,5.25,stable,Routine competition,,NO
2019-12-W2,45,35,1215565.92,155137.27,746862546.37,33.5,61279.79,10,100,50,95,5.25,stable,Routine competition,,NO
2019-12-W3,45,36,1210935.63,151975.48,747014521.86,33.5,60778.3,10,100,50,95,5.25,stable,Routine competition,,NO
2019-01-W1,46,1,1214146.34,150326.74,747164848.6,33.5,60546.78,10,100,50,95,5.25,stable,Routine competition,,NO
2019-01-W2,46,2,1217736.53,161204.99,747326053.59,33.5,60707.32,10,100,50,95,5.25,stable,Routine competition,,NO
